"Date (TU)","Valeur (en m³/s)","Statut","Qualification","Méthode","Continuité"
2024-03-02T11:00:00.000Z,"1460","8",16,8,0
2024-03-02T14:00:00.000Z,"1490","8",16,8,0
2024-03-02T17:00:00.000Z,"1470","8",16,8,0
2024-03-02T20:00:00.000Z,"1450","8",16,8,0
2024-03-02T23:00:00.000Z,"1440","8",16,8,0
2024-03-03T02:00:00.000Z,"1440","8",16,8,0
2024-03-03T05:00:00.000Z,"1440","8",16,8,0
2024-03-03T08:00:00.000Z,"1430","8",16,8,0
2024-03-03T11:00:00.000Z,"1400","8",16,8,0
2024-03-03T14:00:00.000Z,"1390","8",16,8,0
2024-03-03T17:00:00.000Z,"1380","8",16,8,0
2024-03-03T20:00:00.000Z,"1390","8",16,8,0
2024-03-03T23:00:00.000Z,"1430","8",16,8,0
2024-03-04T02:00:00.000Z,"1480","8",16,8,0
2024-03-04T05:00:00.000Z,"1520","8",16,8,0
2024-03-04T08:00:00.000Z,"1580","8",16,8,0
2024-03-04T11:00:00.000Z,"1630","8",16,8,0
2024-03-04T14:00:00.000Z,"1660","8",16,8,0
2024-03-04T17:00:00.000Z,"1630","8",16,8,0
2024-03-04T20:00:00.000Z,"1600","8",16,8,0
2024-03-04T23:00:00.000Z,"1550","8",16,8,0
2024-03-05T02:00:00.000Z,"1520","8",16,8,0
2024-03-05T05:00:00.000Z,"1490","8",16,8,0
2024-03-05T08:00:00.000Z,"1460","8",16,8,0
2024-03-05T11:00:00.000Z,"1440","8",16,8,0
2024-03-05T14:00:00.000Z,"1400","8",16,8,0
2024-03-05T17:00:00.000Z,"1370","8",16,8,0
2024-03-05T20:00:00.000Z,"1330","8",16,8,0
2024-03-05T23:00:00.000Z,"1320","8",16,8,0
2024-03-06T02:00:00.000Z,"1320","8",16,8,0
2024-03-06T05:00:00.000Z,"1330","8",16,8,0
2024-03-06T08:00:00.000Z,"1340","8",16,8,0
2024-03-06T11:00:00.000Z,"1360","8",16,8,0
2024-03-06T14:00:00.000Z,"1360","8",16,8,0
2024-03-06T17:00:00.000Z,"1340","8",16,8,0
2024-03-06T20:00:00.000Z,"1320","8",16,8,0
2024-03-06T23:00:00.000Z,"1350","8",16,8,0
2024-03-07T02:00:00.000Z,"1420","8",16,8,0
2024-03-07T05:00:00.000Z,"1460","8",16,8,0
2024-03-07T08:00:00.000Z,"1460","8",16,8,0
2024-03-07T11:00:00.000Z,"1460","8",16,8,0
2024-03-07T14:00:00.000Z,"1450","8",16,8,0
2024-03-07T17:00:00.000Z,"1410","8",16,8,0
2024-03-07T20:00:00.000Z,"1390","8",16,8,0
2024-03-07T23:00:00.000Z,"1370","8",16,8,0
2024-03-08T02:00:00.000Z,"1370","8",16,8,0
2024-03-08T05:00:00.000Z,"1370","8",16,8,0
2024-03-08T08:00:00.000Z,"1370","8",16,8,0
2024-03-08T11:00:00.000Z,"1360","8",16,8,0
2024-03-08T14:00:00.000Z,"1350","8",16,8,0
2024-03-08T17:00:00.000Z,"1310","8",16,8,0
2024-03-08T20:00:00.000Z,"1290","8",16,8,0
2024-03-08T23:00:00.000Z,"1380","8",16,8,0
2024-03-09T02:00:00.000Z,"1480","8",16,8,0
2024-03-09T05:00:00.000Z,"1560","8",16,8,0
2024-03-09T08:00:00.000Z,"1620","8",16,8,0
2024-03-09T11:00:00.000Z,"1640","8",16,8,0
2024-03-09T14:00:00.000Z,"1620","8",16,8,0
2024-03-09T17:00:00.000Z,"1570","8",16,8,0
2024-03-09T20:00:00.000Z,"1530","8",16,8,0
2024-03-09T23:00:00.000Z,"1510","8",16,8,0
2024-03-10T02:00:00.000Z,"1480","8",16,8,0
2024-03-10T05:00:00.000Z,"1450","8",16,8,0
2024-03-10T08:00:00.000Z,"1420","8",16,8,0
2024-03-10T11:00:00.000Z,"1400","8",16,8,0
2024-03-10T14:00:00.000Z,"1380","8",16,8,0
2024-03-10T17:00:00.000Z,"1340","8",16,8,0
2024-03-10T20:00:00.000Z,"1340","8",16,8,0
2024-03-10T23:00:00.000Z,"1490","8",16,8,0
2024-03-11T02:00:00.000Z,"1810","8",16,8,0
2024-03-11T05:00:00.000Z,"2070","8",16,8,0
2024-03-11T08:00:00.000Z,"2200","8",16,8,0
2024-03-11T11:00:00.000Z,"2290","8",16,8,0
2024-03-11T14:00:00.000Z,"2360","8",16,8,0
2024-03-11T17:00:00.000Z,"2390","8",16,8,0
2024-03-11T20:00:00.000Z,"2360","8",16,8,0
2024-03-11T23:00:00.000Z,"2240","8",16,8,0
2024-03-12T02:00:00.000Z,"2110","8",16,8,0
2024-03-12T05:00:00.000Z,"2040","8",16,8,0
2024-03-12T08:00:00.000Z,"2040","8",16,8,0
2024-03-12T11:00:00.000Z,"2090","8",16,8,0
2024-03-12T14:00:00.000Z,"2170","8",16,8,0
2024-03-12T17:00:00.000Z,"2210","8",16,8,0
2024-03-12T20:00:00.000Z,"2230","8",16,8,0
2024-03-12T23:00:00.000Z,"2240","8",16,8,0
2024-03-13T02:00:00.000Z,"2250","8",16,8,0
2024-03-13T05:00:00.000Z,"2240","8",16,8,0
2024-03-13T08:00:00.000Z,"2200","8",16,8,0
2024-03-13T11:00:00.000Z,"2090","8",16,8,0
2024-03-13T14:00:00.000Z,"1940","8",16,8,0
2024-03-13T17:00:00.000Z,"1870","8",16,8,0
2024-03-13T20:00:00.000Z,"1830","8",16,8,0
2024-03-13T23:00:00.000Z,"1790","8",16,8,0
2024-03-14T02:00:00.000Z,"1820","8",16,8,0
2024-03-14T05:00:00.000Z,"1810","8",16,8,0
2024-03-14T08:00:00.000Z,"1750","8",16,8,0
2024-03-14T11:00:00.000Z,"1690","8",16,8,0
2024-03-14T14:00:00.000Z,"1660","8",16,8,0
2024-03-14T17:00:00.000Z,"1600","8",16,8,0
2024-03-14T20:00:00.000Z,"1560","8",16,8,0
2024-03-14T23:00:00.000Z,"1560","8",16,8,0
2024-03-15T02:00:00.000Z,"1580","8",16,8,0
2024-03-15T05:00:00.000Z,"1570","8",16,8,0
2024-03-15T08:00:00.000Z,"1540","8",16,8,0
2024-03-15T11:00:00.000Z,"1500","8",16,8,0
2024-03-15T14:00:00.000Z,"1460","8",16,8,0
2024-03-15T17:00:00.000Z,"1400","8",16,8,0
2024-03-15T20:00:00.000Z,"1350","8",16,8,0
2024-03-15T23:00:00.000Z,"1330","8",16,8,0
2024-03-16T02:00:00.000Z,"1310","8",16,8,0
2024-03-16T05:00:00.000Z,"1260","8",16,8,0
2024-03-16T08:00:00.000Z,"1200","8",16,8,0
2024-03-16T11:00:00.000Z,"1160","8",16,8,0
2024-03-16T14:00:00.000Z,"1140","8",16,8,0
2024-03-16T17:00:00.000Z,"1130","8",16,8,0
2024-03-16T20:00:00.000Z,"1110","8",16,8,0
2024-03-16T23:00:00.000Z,"1120","8",16,8,0
2024-03-17T02:00:00.000Z,"1150","8",16,8,0
2024-03-17T05:00:00.000Z,"1150","8",16,8,0
2024-03-17T08:00:00.000Z,"1130","8",16,8,0
2024-03-17T11:00:00.000Z,"1120","8",16,8,0
2024-03-17T14:00:00.000Z,"1090","8",16,8,0
2024-03-17T17:00:00.000Z,"1070","8",16,8,0
2024-03-17T20:00:00.000Z,"1070","8",16,8,0
2024-03-17T23:00:00.000Z,"1080","8",16,8,0
2024-03-18T02:00:00.000Z,"1110","8",16,8,0
2024-03-18T05:00:00.000Z,"1110","8",16,8,0
2024-03-18T08:00:00.000Z,"1080","8",16,8,0
2024-03-18T11:00:00.000Z,"1060","8",16,8,0
2024-03-18T14:00:00.000Z,"1040","8",16,8,0
2024-03-18T17:00:00.000Z,"1010","8",16,8,0
2024-03-18T20:00:00.000Z,"976","8",16,8,0
2024-03-18T23:00:00.000Z,"991","8",16,8,0
2024-03-19T02:00:00.000Z,"1020","8",16,8,0
2024-03-19T05:00:00.000Z,"1010","8",16,8,0
2024-03-19T08:00:00.000Z,"1000","8",16,8,0
2024-03-19T11:00:00.000Z,"1000","8",16,8,0
2024-03-19T14:00:00.000Z,"1000","8",16,8,0
2024-03-19T17:00:00.000Z,"996","8",16,8,0
2024-03-19T20:00:00.000Z,"982","8",16,8,0
2024-03-19T23:00:00.000Z,"970","8",16,8,0
2024-03-20T02:00:00.000Z,"960","8",16,8,0
2024-03-20T05:00:00.000Z,"952","8",16,8,0
2024-03-20T08:00:00.000Z,"966","8",16,8,0
2024-03-20T11:00:00.000Z,"1000","8",16,8,0
2024-03-20T14:00:00.000Z,"1030","8",16,8,0
2024-03-20T17:00:00.000Z,"998","8",16,8,0
2024-03-20T20:00:00.000Z,"957","8",16,8,0
2024-03-20T23:00:00.000Z,"922","8",16,8,0
2024-03-21T02:00:00.000Z,"938","8",16,8,0
2024-03-21T05:00:00.000Z,"991","8",16,8,0
2024-03-21T08:00:00.000Z,"989","8",16,8,0
2024-03-21T11:00:00.000Z,"979","8",16,8,0
2024-03-21T14:00:00.000Z,"950","8",16,8,0
2024-03-21T17:00:00.000Z,"907","8",16,8,0
2024-03-21T20:00:00.000Z,"856","8",16,8,0
2024-03-21T23:00:00.000Z,"824","8",16,8,0
2024-03-22T02:00:00.000Z,"851","4",16,8,0
2024-03-22T05:00:00.000Z,"902","4",16,8,0
2024-03-22T08:00:00.000Z,"913","4",16,8,0
2024-03-22T11:00:00.000Z,"900","4",16,8,0
2024-03-22T14:00:00.000Z,"870","4",16,8,0
2024-03-22T17:00:00.000Z,"827","4",16,8,0
2024-03-22T20:00:00.000Z,"786","4",16,8,0
2024-03-22T23:00:00.000Z,"759","4",16,8,0
2024-03-23T02:00:00.000Z,"762","4",16,8,0
2024-03-23T05:00:00.000Z,"785","4",16,8,0
2024-03-23T08:00:00.000Z,"789","4",16,8,0
2024-03-23T11:00:00.000Z,"771","4",16,8,0
2024-03-23T14:00:00.000Z,"754","8",16,8,0
2024-03-23T17:00:00.000Z,"752","8",16,8,0
2024-03-23T20:00:00.000Z,"746","8",16,8,0
2024-03-23T23:00:00.000Z,"746","8",16,8,0
2024-03-24T02:00:00.000Z,"736","8",16,8,0
2024-03-24T05:00:00.000Z,"729","8",16,8,0
2024-03-24T08:00:00.000Z,"715","8",16,8,0
2024-03-24T11:00:00.000Z,"694","8",16,8,0
2024-03-24T14:00:00.000Z,"672","8",16,8,0
2024-03-24T17:00:00.000Z,"651","8",16,8,0
2024-03-24T20:00:00.000Z,"642","8",16,8,0
2024-03-24T23:00:00.000Z,"649","8",16,8,0
2024-03-25T02:00:00.000Z,"668","8",16,8,0
2024-03-25T05:00:00.000Z,"674","8",16,8,0
2024-03-25T08:00:00.000Z,"661","8",16,8,0
2024-03-25T11:00:00.000Z,"645","8",16,8,0
2024-03-25T14:00:00.000Z,"632","8",16,8,0
2024-03-25T17:00:00.000Z,"624","8",16,8,0
2024-03-25T20:00:00.000Z,"624","8",16,8,0
2024-03-25T23:00:00.000Z,"627","8",16,8,0
2024-03-26T02:00:00.000Z,"645","8",16,8,0
2024-03-26T05:00:00.000Z,"676","8",16,8,0
2024-03-26T08:00:00.000Z,"703","8",16,8,0
2024-03-26T11:00:00.000Z,"728","8",16,8,0
2024-03-26T14:00:00.000Z,"767","8",16,8,0
2024-03-26T17:00:00.000Z,"806","8",16,8,0
2024-03-26T20:00:00.000Z,"805","8",16,8,0
2024-03-26T23:00:00.000Z,"796","8",16,8,0
2024-03-27T02:00:00.000Z,"803","8",16,8,0
2024-03-27T05:00:00.000Z,"793","8",16,8,0
2024-03-27T08:00:00.000Z,"778","8",16,8,0
2024-03-27T11:00:00.000Z,"769","8",16,8,0
2024-03-27T14:00:00.000Z,"781","8",16,8,0
2024-03-27T17:00:00.000Z,"831","8",16,8,0
2024-03-27T20:00:00.000Z,"880","8",16,8,0
2024-03-27T23:00:00.000Z,"904","8",16,8,0
2024-03-28T02:00:00.000Z,"905","8",16,8,0
2024-03-28T05:00:00.000Z,"904","8",16,8,0
2024-03-28T08:00:00.000Z,"945","8",16,8,0
2024-03-28T11:00:00.000Z,"978","8",16,8,0
2024-03-28T14:00:00.000Z,"967","8",16,8,0
2024-03-28T17:00:00.000Z,"927","8",16,8,0
2024-03-28T20:00:00.000Z,"872","8",16,8,0
2024-03-28T23:00:00.000Z,"860","8",16,8,0
2024-03-29T02:00:00.000Z,"883","8",16,8,0
2024-03-29T05:00:00.000Z,"891","8",16,8,0
2024-03-29T08:00:00.000Z,"863","8",16,8,0
2024-03-29T11:00:00.000Z,"834","8",16,8,0
2024-03-29T14:00:00.000Z,"821","8",16,8,0
2024-03-29T17:00:00.000Z,"811","8",16,8,0
2024-03-29T20:00:00.000Z,"797","8",16,8,0
2024-03-29T23:00:00.000Z,"798","8",16,8,0
2024-03-30T02:00:00.000Z,"830","8",16,8,0
2024-03-30T05:00:00.000Z,"895","8",16,8,0
2024-03-30T08:00:00.000Z,"943","8",16,8,0
2024-03-30T11:00:00.000Z,"954","8",16,8,0
2024-03-30T14:00:00.000Z,"953","8",16,8,0
2024-03-30T17:00:00.000Z,"958","8",16,8,0
2024-03-30T20:00:00.000Z,"957","8",16,8,0
2024-03-30T23:00:00.000Z,"967","8",16,8,0
2024-03-31T02:00:00.000Z,"1020","8",16,8,0
2024-03-31T05:00:00.000Z,"1070","8",16,8,0
2024-03-31T08:00:00.000Z,"1080","8",16,8,0
2024-03-31T11:00:00.000Z,"1070","8",16,8,0
2024-03-31T14:00:00.000Z,"1050","8",16,8,0
2024-03-31T17:00:00.000Z,"1030","8",16,8,0
2024-03-31T20:00:00.000Z,"1010","8",16,8,0
2024-03-31T23:00:00.000Z,"1010","8",16,8,0
2024-04-01T02:00:00.000Z,"1050","8",16,8,0
2024-04-01T05:00:00.000Z,"1080","8",16,8,0
2024-04-01T08:00:00.000Z,"1070","8",16,8,0
2024-04-01T11:00:00.000Z,"1040","8",16,8,0
2024-04-01T14:00:00.000Z,"998","8",16,8,0
2024-04-01T17:00:00.000Z,"965","8",16,8,0
2024-04-01T20:00:00.000Z,"946","8",16,8,0
2024-04-01T23:00:00.000Z,"945","8",16,8,0
2024-04-02T02:00:00.000Z,"983","8",16,8,0
2024-04-02T05:00:00.000Z,"1040","8",16,8,0
2024-04-02T08:00:00.000Z,"1050","8",16,8,0
2024-04-02T11:00:00.000Z,"1010","8",16,8,0
2024-04-02T14:00:00.000Z,"981","8",16,8,0
2024-04-02T17:00:00.000Z,"995","8",16,8,0
2024-04-02T20:00:00.000Z,"999","8",16,8,0
2024-04-02T23:00:00.000Z,"977","8",16,8,0
2024-04-03T02:00:00.000Z,"954","8",16,8,0
2024-04-03T05:00:00.000Z,"939","8",16,8,0
2024-04-03T08:00:00.000Z,"926","8",16,8,0
2024-04-03T11:00:00.000Z,"926","8",16,8,0
2024-04-03T14:00:00.000Z,"918","8",16,8,0
2024-04-03T17:00:00.000Z,"895","8",16,8,0
2024-04-03T20:00:00.000Z,"869","8",16,8,0
2024-04-03T23:00:00.000Z,"856","8",16,8,0
2024-04-04T02:00:00.000Z,"846","8",16,8,0
2024-04-04T05:00:00.000Z,"837","8",16,8,0
2024-04-04T08:00:00.000Z,"824","8",16,8,0
2024-04-04T11:00:00.000Z,"815","8",16,8,0
2024-04-04T14:00:00.000Z,"803","8",16,8,0
2024-04-04T17:00:00.000Z,"779","8",16,8,0
2024-04-04T20:00:00.000Z,"759","8",16,8,0
2024-04-04T23:00:00.000Z,"748","8",16,8,0
2024-04-05T02:00:00.000Z,"731","8",16,8,0
2024-04-05T05:00:00.000Z,"712","8",16,8,0
2024-04-05T08:00:00.000Z,"704","8",16,8,0
2024-04-05T11:00:00.000Z,"688","8",16,8,0
2024-04-05T14:00:00.000Z,"667","8",16,8,0
2024-04-05T17:00:00.000Z,"661","8",16,8,0
2024-04-05T20:00:00.000Z,"657","8",16,8,0
2024-04-05T23:00:00.000Z,"660","8",16,8,0
2024-04-06T02:00:00.000Z,"671","8",16,8,0
2024-04-06T05:00:00.000Z,"681","8",16,8,0
2024-04-06T08:00:00.000Z,"677","8",16,8,0
2024-04-06T11:00:00.000Z,"649","8",16,8,0
2024-04-06T14:00:00.000Z,"622","8",16,8,0
2024-04-06T17:00:00.000Z,"617","8",16,8,0
2024-04-06T20:00:00.000Z,"631","8",16,8,0
2024-04-06T23:00:00.000Z,"631","8",16,8,0
2024-04-07T02:00:00.000Z,"624","8",16,8,0
2024-04-07T05:00:00.000Z,"621","8",16,8,0
2024-04-07T08:00:00.000Z,"604","8",16,8,0
2024-04-07T11:00:00.000Z,"587","8",16,8,0
2024-04-07T14:00:00.000Z,"573","8",16,8,0
2024-04-07T17:00:00.000Z,"554","8",16,8,0
2024-04-07T20:00:00.000Z,"552","8",16,8,0
2024-04-07T23:00:00.000Z,"575","8",16,8,0
2024-04-08T02:00:00.000Z,"598","8",16,8,0
2024-04-08T05:00:00.000Z,"596","8",16,8,0
2024-04-08T08:00:00.000Z,"589","8",16,8,0
2024-04-08T11:00:00.000Z,"584","8",16,8,0
2024-04-08T14:00:00.000Z,"571","8",16,8,0
2024-04-08T17:00:00.000Z,"554","8",16,8,0
2024-04-08T20:00:00.000Z,"546","8",16,8,0
2024-04-08T23:00:00.000Z,"543","8",16,8,0
2024-04-09T02:00:00.000Z,"549","8",16,8,0
2024-04-09T05:00:00.000Z,"587","8",16,8,0
2024-04-09T08:00:00.000Z,"614","8",16,8,0
2024-04-09T11:00:00.000Z,"629","8",16,8,0
2024-04-09T14:00:00.000Z,"614","8",16,8,0
2024-04-09T17:00:00.000Z,"588","8",16,8,0
2024-04-09T20:00:00.000Z,"578","8",16,8,0
2024-04-09T23:00:00.000Z,"575","8",16,8,0
2024-04-10T02:00:00.000Z,"569","8",16,8,0
2024-04-10T05:00:00.000Z,"573","8",16,8,0
2024-04-10T08:00:00.000Z,"592","8",16,8,0
2024-04-10T11:00:00.000Z,"609","8",16,8,0
2024-04-10T14:00:00.000Z,"614","8",16,8,0
2024-04-10T17:00:00.000Z,"618","8",16,8,0
2024-04-10T20:00:00.000Z,"631","8",16,8,0
2024-04-10T23:00:00.000Z,"639","8",16,8,0
2024-04-11T02:00:00.000Z,"645","8",16,8,0
2024-04-11T05:00:00.000Z,"656","8",16,8,0
2024-04-11T08:00:00.000Z,"657","8",16,8,0
2024-04-11T11:00:00.000Z,"648","8",16,8,0
2024-04-11T14:00:00.000Z,"643","8",16,8,0
2024-04-11T17:00:00.000Z,"636","8",16,8,0
2024-04-11T20:00:00.000Z,"642","8",16,8,0
2024-04-11T23:00:00.000Z,"672","8",16,8,0
2024-04-12T02:00:00.000Z,"682","8",16,8,0
2024-04-12T05:00:00.000Z,"678","8",16,8,0
2024-04-12T08:00:00.000Z,"653","8",16,8,0
2024-04-12T11:00:00.000Z,"621","8",16,8,0
2024-04-12T14:00:00.000Z,"623","8",16,8,0
2024-04-12T17:00:00.000Z,"650","8",16,8,0
2024-04-12T20:00:00.000Z,"656","8",16,8,0
2024-04-12T23:00:00.000Z,"649","8",16,8,0
2024-04-13T02:00:00.000Z,"646","8",16,8,0
2024-04-13T05:00:00.000Z,"637","8",16,8,0
2024-04-13T08:00:00.000Z,"609","8",16,8,0
2024-04-13T11:00:00.000Z,"574","8",16,8,0
2024-04-13T14:00:00.000Z,"554","8",16,8,0
2024-04-13T17:00:00.000Z,"538","8",16,8,0
2024-04-13T20:00:00.000Z,"528","8",16,8,0
2024-04-13T23:00:00.000Z,"531","8",16,8,0
2024-04-14T02:00:00.000Z,"521","8",16,8,0
2024-04-14T05:00:00.000Z,"522","8",16,8,0
2024-04-14T08:00:00.000Z,"513","8",16,8,0
2024-04-14T11:00:00.000Z,"493","8",16,8,0
2024-04-14T14:00:00.000Z,"466","8",16,8,0
2024-04-14T17:00:00.000Z,"446","8",16,8,0
2024-04-14T20:00:00.000Z,"444","8",16,8,0
2024-04-14T23:00:00.000Z,"464","8",16,8,0
2024-04-15T02:00:00.000Z,"468","8",16,8,0
2024-04-15T05:00:00.000Z,"452","8",16,8,0
2024-04-15T08:00:00.000Z,"443","8",16,8,0
2024-04-15T11:00:00.000Z,"442","8",16,8,0
2024-04-15T14:00:00.000Z,"440","8",16,8,0
2024-04-15T17:00:00.000Z,"449","8",16,8,0
2024-04-15T20:00:00.000Z,"451","8",16,8,0
2024-04-15T23:00:00.000Z,"441","8",16,8,0
2024-04-16T02:00:00.000Z,"437","8",16,8,0
2024-04-16T05:00:00.000Z,"447","8",16,8,0
2024-04-16T08:00:00.000Z,"472","8",16,8,0
2024-04-16T11:00:00.000Z,"484","8",16,8,0
2024-04-16T14:00:00.000Z,"491","8",16,8,0
2024-04-16T17:00:00.000Z,"494","8",16,8,0
2024-04-16T20:00:00.000Z,"481","8",16,8,0
2024-04-16T23:00:00.000Z,"452","8",16,8,0
2024-04-17T02:00:00.000Z,"421","8",16,8,0
2024-04-17T05:00:00.000Z,"415","8",16,8,0
2024-04-17T08:00:00.000Z,"425","8",16,8,0
2024-04-17T11:00:00.000Z,"423","8",16,8,0
2024-04-17T14:00:00.000Z,"417","8",16,8,0
2024-04-17T17:00:00.000Z,"410","8",16,8,0
2024-04-17T20:00:00.000Z,"418","8",16,8,0
2024-04-17T23:00:00.000Z,"442","8",16,8,0
2024-04-18T02:00:00.000Z,"458","8",16,8,0
2024-04-18T05:00:00.000Z,"469","8",16,8,0
2024-04-18T08:00:00.000Z,"482","8",16,8,0
2024-04-18T11:00:00.000Z,"492","8",16,8,0
2024-04-18T14:00:00.000Z,"497","8",16,8,0
2024-04-18T17:00:00.000Z,"488","8",16,8,0
2024-04-18T20:00:00.000Z,"475","8",16,8,0
2024-04-18T23:00:00.000Z,"467","8",16,8,0
2024-04-19T02:00:00.000Z,"462","8",16,8,0
2024-04-19T05:00:00.000Z,"471","8",16,8,0
2024-04-19T08:00:00.000Z,"497","8",16,8,0
2024-04-19T11:00:00.000Z,"508","8",16,8,0
2024-04-19T14:00:00.000Z,"502","8",16,8,0
2024-04-19T17:00:00.000Z,"481","8",16,8,0
2024-04-19T20:00:00.000Z,"461","8",16,8,0
2024-04-19T23:00:00.000Z,"454","8",16,8,0
2024-04-20T02:00:00.000Z,"451","8",16,8,0
2024-04-20T05:00:00.000Z,"436","8",16,8,0
2024-04-20T08:00:00.000Z,"409","8",16,8,0
2024-04-20T11:00:00.000Z,"403","8",16,8,0
2024-04-20T14:00:00.000Z,"404","8",16,8,0
2024-04-20T17:00:00.000Z,"392","8",16,8,0
2024-04-20T20:00:00.000Z,"382","8",16,8,0
2024-04-20T23:00:00.000Z,"394","8",16,8,0
2024-04-21T02:00:00.000Z,"402","8",16,8,0
2024-04-21T05:00:00.000Z,"415","8",16,8,0
2024-04-21T08:00:00.000Z,"427","8",16,8,0
2024-04-21T11:00:00.000Z,"413","8",16,8,0
2024-04-21T14:00:00.000Z,"382","8",16,8,0
2024-04-21T17:00:00.000Z,"367","8",16,8,0
2024-04-21T20:00:00.000Z,"358","8",16,8,0
2024-04-21T23:00:00.000Z,"350","8",16,8,0
2024-04-22T02:00:00.000Z,"358","8",16,8,0
2024-04-22T05:00:00.000Z,"373","8",16,8,0
2024-04-22T08:00:00.000Z,"384","4",16,8,0
2024-04-22T11:00:00.000Z,"378","4",16,8,0
2024-04-22T14:00:00.000Z,"356","4",16,8,0
2024-04-22T17:00:00.000Z,"341","4",16,8,0
2024-04-22T20:00:00.000Z,"330","4",16,8,0
2024-04-22T23:00:00.000Z,"327","4",16,8,0
2024-04-23T02:00:00.000Z,"321","4",16,8,0
2024-04-23T05:00:00.000Z,"342","4",16,8,0
2024-04-23T08:00:00.000Z,"377","4",16,8,0
2024-04-23T11:00:00.000Z,"388","4",16,8,0
2024-04-23T14:00:00.000Z,"401","4",16,8,0
2024-04-23T17:00:00.000Z,"414","4",16,8,0
2024-04-23T20:00:00.000Z,"414","4",16,8,0
2024-04-23T23:00:00.000Z,"419","4",16,8,0
2024-04-24T02:00:00.000Z,"423","4",16,8,0
2024-04-24T05:00:00.000Z,"434","4",16,8,0
2024-04-24T08:00:00.000Z,"460","4",16,8,0
2024-04-24T11:00:00.000Z,"472","4",16,8,0
2024-04-24T14:00:00.000Z,"474","8",16,8,0
2024-04-24T17:00:00.000Z,"465","8",16,8,0
2024-04-24T20:00:00.000Z,"443","8",16,8,0
2024-04-24T23:00:00.000Z,"440","8",16,8,0
2024-04-25T02:00:00.000Z,"442","8",16,8,0
2024-04-25T05:00:00.000Z,"452","8",16,8,0
2024-04-25T08:00:00.000Z,"463","8",16,8,0
2024-04-25T11:00:00.000Z,"468","8",16,8,0
2024-04-25T14:00:00.000Z,"456","8",16,8,0
2024-04-25T17:00:00.000Z,"447","8",16,8,0
2024-04-25T20:00:00.000Z,"442","8",16,8,0
2024-04-25T23:00:00.000Z,"437","8",16,8,0
2024-04-26T02:00:00.000Z,"462","8",16,8,0
2024-04-26T05:00:00.000Z,"487","8",16,8,0
2024-04-26T08:00:00.000Z,"507","8",16,8,0
2024-04-26T11:00:00.000Z,"518","8",16,8,0
2024-04-26T14:00:00.000Z,"525","8",16,8,0
2024-04-26T17:00:00.000Z,"529","8",16,8,0
2024-04-26T20:00:00.000Z,"524","8",16,8,0
2024-04-26T23:00:00.000Z,"526","8",16,8,0
2024-04-27T02:00:00.000Z,"542","8",16,8,0
2024-04-27T05:00:00.000Z,"545","8",16,8,0
2024-04-27T08:00:00.000Z,"536","8",16,8,0
2024-04-27T11:00:00.000Z,"532","8",16,8,0
2024-04-27T14:00:00.000Z,"549","8",16,8,0
2024-04-27T17:00:00.000Z,"554","8",16,8,0
2024-04-27T20:00:00.000Z,"540","8",16,8,0
2024-04-27T23:00:00.000Z,"531","8",16,8,0
2024-04-28T02:00:00.000Z,"556","8",16,8,0
2024-04-28T05:00:00.000Z,"577","8",16,8,0
2024-04-28T08:00:00.000Z,"572","8",16,8,0
2024-04-28T11:00:00.000Z,"533","8",16,8,0
2024-04-28T14:00:00.000Z,"485","8",16,8,0
2024-04-28T17:00:00.000Z,"455","8",16,8,0
2024-04-28T20:00:00.000Z,"445","8",16,8,0
2024-04-28T23:00:00.000Z,"450","8",16,8,0
2024-04-29T02:00:00.000Z,"471","8",16,8,0
2024-04-29T05:00:00.000Z,"529","8",16,8,0
2024-04-29T08:00:00.000Z,"584","8",16,8,0
2024-04-29T11:00:00.000Z,"607","8",16,8,0
2024-04-29T14:00:00.000Z,"619","8",16,8,0
2024-04-29T17:00:00.000Z,"608","8",16,8,0
2024-04-29T20:00:00.000Z,"581","8",16,8,0
2024-04-29T23:00:00.000Z,"582","8",16,8,0
2024-04-30T02:00:00.000Z,"592","8",16,8,0
2024-04-30T05:00:00.000Z,"619","8",16,8,0
2024-04-30T08:00:00.000Z,"699","8",16,8,0
2024-04-30T11:00:00.000Z,"832","8",16,8,0
2024-04-30T14:00:00.000Z,"934","8",16,8,0
2024-04-30T17:00:00.000Z,"936","8",16,8,0
2024-04-30T20:00:00.000Z,"954","8",16,8,0
2024-04-30T23:00:00.000Z,"1040","8",16,8,0
2024-05-01T02:00:00.000Z,"1110","8",16,8,0
2024-05-01T05:00:00.000Z,"1150","8",16,8,0
2024-05-01T08:00:00.000Z,"1160","8",16,8,0
2024-05-01T11:00:00.000Z,"1150","8",16,8,0
2024-05-01T14:00:00.000Z,"1130","8",16,8,0
2024-05-01T17:00:00.000Z,"1100","8",16,8,0
2024-05-01T20:00:00.000Z,"1090","8",16,8,0
2024-05-01T23:00:00.000Z,"1090","8",16,8,0
2024-05-02T02:00:00.000Z,"1100","8",16,8,0
2024-05-02T05:00:00.000Z,"1060","8",16,8,0
2024-05-02T08:00:00.000Z,"1000","8",16,8,0
2024-05-02T11:00:00.000Z,"996","8",16,8,0
2024-05-02T14:00:00.000Z,"1070","8",16,8,0
2024-05-02T17:00:00.000Z,"1170","8",16,8,0
2024-05-02T20:00:00.000Z,"1310","8",16,8,0
